instance,observation_time,collection_time,cpu_usage,memory_usage,network_usage,wattage,num_processes,wattage_kepler,wattage_kepler_new,wattage_scaph,wattage_auxilary,temperture
sm-gpu,2026-02-03 20:52:21,2026-02-03 20:52:22,4.592599999999864,0.5005514140401902,3.3976268000000007,0,59,42.08830000013113,34.649064199999884,34.489908,10.725927917655614,52
sm-gpu,2026-02-03 20:52:33,2026-02-03 20:52:35,3.935600000000078,0.5074297936230079,2.8964107400000008,0,59,28.466499999910592,29.191320300000008,28.938382,4.9924864001389535,52
sm-gpu,2026-02-03 20:52:47,2026-02-03 20:52:48,3.4373999999999314,0.5110665861461952,2.5076663600000018,0,59,36.18859999999404,28.742796100000124,28.774606,4.1006353870615575,52
sm-gpu,2026-02-03 20:53:01,2026-02-03 20:53:02,3.2794000000001415,0.5147476177836443,2.1960799199999985,0,59,31.160999999940394,36.24304759999977,36.266406,12.65050428966418,52
sm-gpu,2026-02-03 20:53:14,2026-02-03 20:53:15,3.550599999999937,0.5211220331801079,2.2507325799999998,0,59,32.83660000003874,35.103108700000305,35.067995,12.434810002985296,52
sm-gpu,2026-02-03 20:53:28,2026-02-03 20:53:29,3.9217999999999997,0.5287765176099108,2.590506960000001,0,59,30.163700000196695,32.82121219999972,32.759989,7.8051301563181745,52
sm-gpu,2026-02-03 20:53:42,2026-02-03 20:53:43,4.046800000000078,0.5230012302822488,2.998247979999999,0,59,27.51519999988377,28.65752370000009,28.594031,5.76716529729523,52
sm-gpu,2026-02-03 20:53:55,2026-02-03 20:53:56,3.2821999999999867,0.5016555629944464,3.373956380000004,0,59,26.812600000202657,29.607303700000195,29.60362,5.9390974723318095,52
sm-gpu,2026-02-03 20:54:09,2026-02-03 20:54:10,3.1017999999999413,0.48893469408540724,3.384505519999999,0,59,29.477599999681114,33.336642700000084,33.387249,10.399168034925655,52
sm-gpu,2026-02-03 20:54:22,2026-02-03 20:54:24,3.1854000000000013,0.46751125780804115,3.3549623399999975,0,59,40.37460000030696,33.687778099999925,33.692325,10.820354346151694,52
sm-gpu,2026-02-03 20:54:35,2026-02-03 20:54:36,3.29280000000023,0.4759118734084231,3.3867895000000017,0,59,28.680099999904634,32.562558600000195,32.539067,7.768558075645238,52
sm-gpu,2026-02-03 20:54:49,2026-02-03 20:54:52,3.3654000000000357,0.4858455765132855,3.397177000000004,0,59,37.25769999995828,31.866288799999893,31.9542,7.788516550816577,52
sm-gpu,2026-02-03 20:55:04,2026-02-03 20:55:05,3.256399999999945,0.5064029665933114,2.9356695600000027,0,59,30.331900000199674,32.32020359999988,32.355383,8.206568703322995,52
sm-gpu,2026-02-03 20:55:16,2026-02-03 20:55:17,3.1591999999999776,0.514064725989998,2.5581984600000003,0,59,38.26160000003874,31.113986900000235,31.053006,7.264166924288899,52
sm-gpu,2026-02-03 20:55:31,2026-02-03 20:55:32,3.2303999999997512,0.5214628186399932,2.1830266999999983,0,59,28.635000000149013,31.926281599999857,31.848326,8.029034209703447,52
sm-gpu,2026-02-03 20:55:43,2026-02-03 20:55:45,3.2664000000000812,0.5172983268429655,2.2645012199999996,0,59,28.597199999913574,32.087297899999975,32.106976,9.249423154819317,52
sm-gpu,2026-02-03 20:55:59,2026-02-03 20:56:02,3.1720000000001427,0.5086823071951903,2.6043746000000025,0,59,26.061700000241398,30.28935309999979,30.353592,5.855072620669857,52
sm-gpu,2026-02-03 20:56:16,2026-02-03 20:56:18,2.9568000000000896,0.4967069191803608,3.3062166199999976,0,59,37.93310000002384,31.16083060000019,31.22301,7.533329060602584,52
sm-gpu,2026-02-03 20:56:31,2026-02-03 20:56:34,3.0044000000001745,0.49369776528054976,3.360088540000001,0,59,29.932499999925493,33.94186660000014,33.859675,10.180385928045629,52
sm-gpu,2026-02-03 20:56:47,2026-02-03 20:56:49,3.459800000000115,0.5105865805798294,3.3737236199999967,0,59,41.02690000012517,34.35007750000004,34.380073,12.073521758115799,52
sm-gpu,2026-02-03 20:57:02,2026-02-03 20:57:04,3.9309999999998366,0.523551079594925,3.40313482,0,59,30.639799999818205,33.26189680000025,33.275144,9.399266204454149,52
sm-gpu,2026-02-03 20:57:18,2026-02-03 20:57:20,3.8129999999998576,0.5358241925812977,3.3836825800000003,0,59,38.72320000007748,31.213803299999928,31.214599,7.686903193247018,52
sm-gpu,2026-02-03 20:57:33,2026-02-03 20:57:35,3.169199999999686,0.5320924800293014,2.9272096799999985,0,59,26.936199999973176,28.74353919999994,28.732991,5.290948723996167,52
sm-gpu,2026-02-03 20:57:48,2026-02-03 20:57:50,2.826800000000123,0.5238235047514679,2.5522583200000013,0,59,34.58769999966025,29.470669799999815,29.368342,6.391063740058906,52
sm-gpu,2026-02-03 20:58:04,2026-02-03 20:58:05,2.5010000000000514,0.5134722835751203,2.105006400000001,0,59,27.21220000013709,30.46185550000009,30.596057,5.810160241973896,52
sm-gpu,2026-02-03 20:58:18,2026-02-03 20:58:20,2.458200000000052,0.510606901716376,2.205225999999999,0,59,34.53790000006556,28.780983899999775,28.769656,5.910316997952557,52
sm-gpu,2026-02-03 20:58:32,2026-02-03 20:58:34,2.544400000000072,0.49582333584218086,2.930342239999996,0,59,25.990700000151993,28.642081099999995,28.604271,5.747250757932652,52
sm-gpu,2026-02-03 20:58:46,2026-02-03 20:58:48,2.553199999999993,0.4881254048224414,3.302689679999995,0,59,35.983599999919534,29.69915839999994,29.722739,5.81087242170017,52
sm-gpu,2026-02-03 20:59:01,2026-02-03 20:59:03,2.515399999999972,0.47831687991870575,3.3639683799999984,0,59,26.89180000014603,29.843962900000044,29.859327,6.353422319024535,52
sm-gpu,2026-02-03 20:59:17,2026-02-03 20:59:19,2.5210000000000585,0.4685507652269426,3.360285700000003,0,59,35.560199999809264,29.605405600000086,29.56699,5.814892948291858,51
sm-gpu,2026-02-03 20:59:33,2026-02-03 20:59:34,2.67040000000008,0.47623727576794295,3.3445818999999966,0,59,27.826999999955298,31.347937900000034,31.538194,7.821725843967689,51
sm-gpu,2026-02-03 20:59:45,2026-02-03 20:59:46,2.675000000000085,0.48231912776154595,3.348469639999999,0,59,35.12290000021458,31.068852200000038,30.788679,7.335818309592591,51
sm-gpu,2026-02-03 20:59:58,2026-02-03 21:00:00,2.663400000000099,0.4832836501865907,3.2732146315500015,0,58,26.31389999985695,28.964458300000114,28.704725,5.067240706860628,52
sm-gpu,2026-02-03 21:00:13,2026-02-03 21:00:15,2.432199999999984,0.4879804947977281,2.5712733194000004,0,58,25.591200000047685,28.343233300000065,28.295798,4.974798309357688,51
sm-gpu,2026-02-03 21:00:27,2026-02-03 21:00:29,2.259400000000056,0.481506079088319,2.195531671606669,0,58,25.774000000208616,28.49638699999996,28.543535,4.3350926456215,51
sm-gpu,2026-02-03 21:00:41,2026-02-03 21:00:43,2.2757999999998266,0.475680334378612,2.1937391799999997,0,58,27.244099999964238,31.0655321000002,31.030024,7.410816334055206,51
sm-gpu,2026-02-03 21:00:55,2026-02-03 21:00:55,2.5729999999999578,0.4683996166133094,2.6168064,0,58,29.126500000059604,31.41474500000004,31.466174,7.5479607415571826,51
sm-gpu,2026-02-03 21:01:09,2026-02-03 21:01:11,2.8080000000000163,0.46156893073796645,3.003484659999997,0,58,28.759400000050665,32.385626799999955,32.506849,7.538851551441515,51
sm-gpu,2026-02-03 21:01:24,2026-02-03 21:01:26,3.3742000000000996,0.4583183210937095,3.3557911799999998,0,58,30.409599999710917,34.473101300000415,34.410766,11.864882547577267,51
sm-gpu,2026-02-03 21:01:39,2026-02-03 21:01:41,3.4924000000001514,0.46041393830007116,3.3996906000000013,0,58,29.3992000002414,32.011998099999616,32.041617,8.557212863018224,51
sm-gpu,2026-02-03 21:01:54,2026-02-03 21:01:56,3.2458000000000222,0.4573892184096654,3.373526759999996,0,58,25.371600000187755,28.93146740000011,28.892314,5.687272392187483,51
sm-gpu,2026-02-03 21:02:09,2026-02-03 21:02:11,2.971400000000018,0.45961578501993283,3.375859400000002,0,58,25.817100000008942,29.258443300000362,29.321663,5.730538294198932,51
sm-gpu,2026-02-03 21:02:25,2026-02-03 21:02:26,2.587599999999961,0.46149406767092915,3.2661645000000017,0,58,27.59509999975562,31.309312299999874,31.292996,7.618637904816893,51
sm-gpu,2026-02-03 21:02:39,2026-02-03 21:02:41,2.5462000000001503,0.46404394356365186,2.9191954600000014,0,58,27.18010000027716,30.565683100000022,30.513093,6.747372998616369,52
sm-gpu,2026-02-03 21:02:54,2026-02-03 21:02:56,2.7788000000000754,0.4775367718078207,2.1993336200000027,0,58,37.53319999985397,31.26833229999975,31.191756,6.931209657409532,51
sm-gpu,2026-02-03 21:03:09,2026-02-03 21:03:10,2.7821999999998726,0.47671246522494704,2.1366149599999993,0,58,27.72689999975264,30.54568599999984,30.460048,7.088911612349368,51
sm-gpu,2026-02-03 21:03:24,2026-02-03 21:03:26,2.797200000000009,0.4733245456610452,2.538518660000002,0,58,27.01609999984503,29.8061017,29.814219,6.901787868037917,51
sm-gpu,2026-02-03 21:03:40,2026-02-03 21:03:42,2.6916000000001956,0.4692515599418865,2.9310751199999983,0,58,26.42090000025928,28.268722400000115,28.234593,5.59299882055013,51
sm-gpu,2026-02-03 21:03:54,2026-02-03 21:03:55,2.552800000000079,0.4541774018150758,3.3326531799999968,0,58,33.97259999997914,28.59252919999999,28.597423,5.557413136084469,51
sm-gpu,2026-02-03 21:04:08,2026-02-03 21:04:09,2.4488000000002517,0.45138824453951765,3.343340420000001,0,58,25.27200000025332,28.033408999999665,28.053811,5.216478288282953,51
sm-gpu,2026-02-03 21:04:22,2026-02-03 21:04:23,2.321499999999971,0.4478327365625163,3.3185356,0,58,33.42999999970198,28.950230100000045,29.039365,5.456782921200784,51
sm-gpu,2026-02-03 21:04:35,2026-02-03 21:04:37,2.589600000000056,0.4443074867578328,3.337549020000005,0,58,29.74620000012219,32.29902090000032,32.353304,7.650899091900151,51
sm-gpu,2026-02-03 21:04:50,2026-02-03 21:04:52,2.7209999999998566,0.4413841490176579,3.3500249145200045,0,57,37.38259999975562,30.69320030000017,30.701421,7.2881404581020774,51
sm-gpu,2026-02-03 21:05:04,2026-02-03 21:05:06,2.6707999999999856,0.4479342203184298,2.9461581550333347,0,57,27.016400000080466,27.376399500000115,27.272616,4.379994837163595,51
sm-gpu,2026-02-03 21:05:19,2026-02-03 21:05:20,2.443000000000047,0.4515931628804529,2.5784140438766676,0,57,30.1464999999851,24.948236799999723,24.971565,2.911604844313546,51
sm-gpu,2026-02-03 21:05:34,2026-02-03 21:05:35,1.9450000000002412,0.4522045852368649,2.167317680000001,0,57,27.18889999985695,28.63398370000068,28.716091,3.7474643669199024,51
sm-gpu,2026-02-03 21:05:48,2026-02-03 21:05:49,1.9574000000001006,0.4536350713229218,2.2129723799999996,0,57,36.82950000017881,30.72288170000029,30.72721,7.187847743644757,51
sm-gpu,2026-02-03 21:06:01,2026-02-03 21:06:03,2.1952000000000336,0.45503180400117493,2.5646953999999993,0,57,27.648499999940395,30.244036799999595,30.253053,5.4834607928141486,51
sm-gpu,2026-02-03 21:06:16,2026-02-03 21:06:18,2.604799999999961,0.4484773636560455,3.3049361199999994,0,57,35.58179999999702,28.41306160000022,28.416612,5.278664387600558,51
sm-gpu,2026-02-03 21:06:31,2026-02-03 21:06:33,2.645600000000018,0.44690485314666506,3.312636760000002,0,57,27.665900000184774,28.846329300000072,30.480954,6.915738905076122,51
sm-gpu,2026-02-03 21:06:45,2026-02-03 21:06:47,2.7559999999999336,0.45188887605947803,3.3285335600000026,0,57,38.89770000018179,31.97633399999977,32.118494,7.746034231931865,51
sm-gpu,2026-02-03 21:07:00,2026-02-03 21:07:02,2.847199999999981,0.4508743433173922,3.314651360000003,0,57,28.62209999971092,32.75766119999971,32.734312,7.476151271415533,51
sm-gpu,2026-02-03 21:07:15,2026-02-03 21:07:16,3.1297999999999186,0.4561926082841228,3.3575115200000027,0,57,38.49050000011921,31.91072459999996,31.778357,8.812777351920976,51
sm-gpu,2026-02-03 21:07:28,2026-02-03 21:07:29,3.1248000000000404,0.44974855235271416,3.2865409200000024,0,57,26.270699999853967,25.778769399999874,25.139104,2.9496100643933723,51
sm-gpu,2026-02-03 21:07:42,2026-02-03 21:07:44,2.3697999999999695,0.42714303556243605,2.572785540000001,0,57,20.98370000012219,23.433804000000237,23.300651,2.389160316659831,51
sm-gpu,2026-02-03 21:07:56,2026-02-03 21:07:57,1.9652000000000445,0.41588695481794435,2.176246139999999,0,57,22.14019999988377,23.376655200000094,23.246542,2.355213469294711,51
sm-gpu,2026-02-03 21:08:10,2026-02-03 21:08:11,1.7849999999998765,0.40826705696254373,2.075465159999998,0,57,26.866800000146032,30.61334760000027,30.464881,6.855302361077612,51
sm-gpu,2026-02-03 21:08:24,2026-02-03 21:08:25,2.03619999999999,0.3999845274866335,2.465654000000002,0,57,35.41009999997914,29.512095299999782,29.434214,5.546436910184694,51
sm-gpu,2026-02-03 21:08:38,2026-02-03 21:08:39,2.3339999999999814,0.40183525467647263,2.8428070799999983,0,57,27.906100000068545,29.6797212999998,29.613659,6.068230232579454,51
sm-gpu,2026-02-03 21:08:53,2026-02-03 21:08:54,2.5196000000000174,0.41414411254203076,3.297774419999998,0,57,34.410600000247356,28.494125799999892,28.519082,5.567089457781518,51
sm-gpu,2026-02-03 21:09:07,2026-02-03 21:09:09,2.532599999999804,0.41866926387048653,3.3231172400000015,0,57,26.78720000013709,31.110268599999834,31.169515,6.007919731123887,51
sm-gpu,2026-02-03 21:09:23,2026-02-03 21:09:25,2.5258000000000793,0.4283232465307857,3.3079675799999984,0,57,37.16319999992847,30.8346206000002,30.781944,7.107110196618521,51
sm-gpu,2026-02-03 21:09:38,2026-02-03 21:09:38,2.5481999999999103,0.43151925328114216,3.3386389199999984,0,57,26.241700000315905,28.68920539999963,28.717965,5.828369112971365,51
sm-gpu,2026-02-03 21:09:49,2026-02-03 21:09:51,2.5764000000000133,0.4348063596866366,3.3468493599999984,0,57,34.13499999977648,28.816213000000424,28.888574,5.836883707775444,51
sm-gpu,2026-02-03 21:10:04,2026-02-03 21:10:05,2.3802000000000127,0.4428913067519049,2.9384590000000004,0,57,26.502600000053643,29.051468499999466,28.727375,4.963204616057957,51
sm-gpu,2026-02-03 21:10:18,2026-02-03 21:10:20,2.1989999999999763,0.4464250711128013,2.5745131399999996,0,57,30.876000000163913,24.79974280000024,24.842831,3.1178503585990867,51
sm-gpu,2026-02-03 21:10:33,2026-02-03 21:10:35,2.093800000000047,0.4561784038096768,2.1094168399999984,0,57,23.657000000029804,29.22030589999995,29.329914,4.056972256976003,51
sm-gpu,2026-02-03 21:10:48,2026-02-03 21:10:49,2.2146000000000106,0.46261979767219763,2.1381671999999985,0,57,39.04480000026524,33.98160910000006,34.069633,11.21199125243586,51
sm-gpu,2026-02-03 21:11:01,2026-02-03 21:11:02,2.6339999999998995,0.4711558536476623,2.525424540000001,0,57,30.375399999693038,32.10864680000013,31.983203,8.071733788123053,51
sm-gpu,2026-02-03 21:11:15,2026-02-03 21:11:16,3.14879999999989,0.47645534188422367,3.267224080000003,0,57,37.05740000009537,30.024928899999942,30.012219,7.099204036662596,51
sm-gpu,2026-02-03 21:11:28,2026-02-03 21:11:30,3.2612000000000063,0.4768992571120828,3.3388353400000033,0,57,28.59050000011921,30.951457200000004,30.89696,7.346039596835951,51
sm-gpu,2026-02-03 21:11:43,2026-02-03 21:11:45,2.966800000000078,0.47215301181800085,3.3343092399999974,0,57,27.47609999999404,30.897726200000033,30.900951,7.332252959831599,51
sm-gpu,2026-02-03 21:11:57,2026-02-03 21:11:58,2.879600000000074,0.46132127704687376,3.3237623200000037,0,57,26.506900000199675,29.80038449999993,29.735587,5.400347491668668,51
sm-gpu,2026-02-03 21:12:10,2026-02-03 21:12:12,2.8380000000001155,0.45234254543287944,3.346432079999999,0,57,27.584999999776482,30.638213499999985,30.583833,7.019620157915557,51
sm-gpu,2026-02-03 21:12:25,2026-02-03 21:12:27,2.70540000000003,0.43818631336501235,3.2907313,0,57,26.714000000059606,30.232210399999893,30.258509,7.107171269316489,51
sm-gpu,2026-02-03 21:12:41,2026-02-03 21:12:42,2.6521999999997754,0.4304404854264329,2.9543298600000027,0,57,27.000200000032784,29.56560200000022,29.578745,6.172050032964315,51
sm-gpu,2026-02-03 21:12:55,2026-02-03 21:12:57,2.573399999999978,0.4309993776448722,2.195289380000002,0,57,25.90949999988079,29.699118799999997,29.700239,6.449294429264099,51
sm-gpu,2026-02-03 21:13:09,2026-02-03 21:13:10,2.472199999999793,0.4386495133514541,1.8476917599999967,0,57,25.463699999824165,28.306363899999997,28.202507,4.385687402748649,51
sm-gpu,2026-02-03 21:13:23,2026-02-03 21:13:25,2.022400000000302,0.44115228484966207,1.4635247600000008,0,57,31.753100000321865,25.14118789999993,25.144492,2.8127809690106487,51
sm-gpu,2026-02-03 21:13:38,2026-02-03 21:13:39,1.793199999999985,0.437827462414737,1.4907481600000008,0,57,22.005000000074507,24.752652099999978,24.743503,2.5608692506986315,51
sm-gpu,2026-02-03 21:13:51,2026-02-03 21:13:52,1.5597999999999563,0.4324842837346007,1.4836287200000011,0,57,29.04479999989271,24.337762600000133,24.284811,2.5932274185193247,51
sm-gpu,2026-02-03 21:14:05,2026-02-03 21:14:06,1.282999999999993,0.415756066377448,1.471803079999999,0,57,20.413199999928473,23.313458099999842,23.282847,2.393727540907761,51
sm-gpu,2026-02-03 21:14:19,2026-02-03 21:14:21,1.27819999999992,0.4111145562211268,1.4685671599999988,0,57,27.698999999836087,23.89301190000042,23.889324,2.4632494025630383,51
sm-gpu,2026-02-03 21:14:33,2026-02-03 21:14:35,1.2528000000000081,0.4068795704014193,1.4656259399999971,0,57,21.996499999985097,23.720277499999792,23.703694,2.470207857032226,51
sm-gpu,2026-02-03 21:14:47,2026-02-03 21:14:48,1.2596000000000533,0.40745776769957787,1.4617008599999974,0,57,27.963499999791384,23.20961360000001,23.164774,2.454109282208051,51
sm-gpu,2026-02-03 21:15:01,2026-02-03 21:15:03,1.266400000000052,0.4079352128027387,1.4421616999999998,0,57,21.45190000012517,23.899787900000227,23.90433,2.506663822524005,51
sm-gpu,2026-02-03 21:15:15,2026-02-03 21:15:17,1.2796000000001555,0.4086462493705021,1.461104460000002,0,57,28.2722000002861,23.53493099999978,23.507484,2.3995598428064806,51
sm-gpu,2026-02-03 21:15:30,2026-02-03 21:15:31,1.2736000000000325,0.40883883278155353,1.432850260000003,0,57,21.30299999974668,24.04604810000019,24.068221,2.586441760582957,51
sm-gpu,2026-02-03 21:15:45,2026-02-03 21:15:47,1.268800000000013,0.4090339156924002,1.4662236399999995,0,57,28.3535000000149,23.59743989999988,23.591601,2.395406318424125,51
sm-gpu,2026-02-03 21:15:59,2026-02-03 21:16:00,1.2755999999998324,0.4090326761030709,1.4453220399999989,0,57,21.835999999940395,24.389716199999384,24.361824,2.610922861110033,51
sm-gpu,2026-02-03 21:16:12,2026-02-03 21:16:14,1.3798000000000155,0.4111085005224362,1.4638993000000031,0,57,21.831900000199674,25.953798500000268,26.037286,2.6359163526477722,51
sm-gpu,2026-02-03 21:16:26,2026-02-03 21:16:28,1.4938000000000755,0.413759514711751,1.4338308400000008,0,57,24.95219999998808,27.594384400000127,27.620928,4.307235539522884,51
sm-gpu,2026-02-03 21:16:40,2026-02-03 21:16:41,1.6259999999999548,0.41799832090512945,1.4660203799999976,0,57,24.8347999997437,27.465716800000518,27.487942,4.26123136812063,51
sm-gpu,2026-02-03 21:16:53,2026-02-03 21:16:55,1.7031999999999885,0.41824254032414576,1.4549031200000007,0,57,32.08370000012219,25.221612800000003,25.136905,2.728836638474173,51
sm-gpu,2026-02-03 21:17:08,2026-02-03 21:17:10,1.6038000000000423,0.4182889944422912,1.4630449600000002,0,57,21.203999999910593,23.823435400000015,23.770335,2.4951408898705627,51
sm-gpu,2026-02-03 21:17:22,2026-02-03 21:17:24,1.3443999999999077,0.4139600030449191,1.4264606599999998,0,57,28.14810000024736,23.328531400000067,23.378535,2.4310230277328166,51
sm-gpu,2026-02-03 21:17:36,2026-02-03 21:17:38,1.4281999999999044,0.41129496727138715,1.4675388000000034,0,57,24.472100000083447,23.374956999999995,23.450473,2.437229646738076,51
sm-gpu,2026-02-03 21:17:50,2026-02-03 21:17:51,2.044799999999972,0.42012984555976873,1.475255700000002,0,58,42.0492000002414,35.28857110000026,35.405275,13.128835912794624,51
sm-gpu,2026-02-03 21:18:04,2026-02-03 21:18:06,3.3575999999998714,0.4496869183455685,1.523454816885003,0,58,32.80999999977648,35.44821420000007,35.363566,13.851002925462726,51
sm-gpu,2026-02-03 21:18:18,2026-02-03 21:18:20,3.7682000000002027,0.45530463558044865,1.544804220884169,0,58,37.633500000089406,28.895591199999764,28.786295,4.786038612023057,51
sm-gpu,2026-02-03 21:18:33,2026-02-03 21:18:35,3.2446000000000517,0.4694844604878463,1.587526745260419,0,58,25.15929999984801,27.331206899999962,27.321362,4.419092827415479,51
sm-gpu,2026-02-03 21:18:48,2026-02-03 21:18:49,2.750000000000165,0.4685148780998014,1.5776721599999977,0,58,34.84360000006855,27.864745499999845,27.837076,4.472063627719078,51
sm-gpu,2026-02-03 21:19:03,2026-02-03 21:19:05,1.8906000000000707,0.45657236968390424,1.554223539999997,0,58,23.861299999803304,25.23320739999981,25.200047,3.144996360876701,51
sm-gpu,2026-02-03 21:19:18,2026-02-03 21:19:20,1.7877999999999956,0.4599464911960911,1.5515787399999976,0,58,30.178999999910594,25.36131959999984,25.378415,2.94811557277624,51
sm-gpu,2026-02-03 21:19:33,2026-02-03 21:19:35,1.4723999999999964,0.46266086668915807,1.4952992999999963,0,58,22.820199999958277,25.341447699999843,25.341343,2.8482482024061087,51
sm-gpu,2026-02-03 21:19:48,2026-02-03 21:19:49,1.3790000000001368,0.4640682882852346,1.4915553599999987,0,58,30.128699999675156,25.0935768000003,25.070834,2.8104771875769754,51
sm-gpu,2026-02-03 21:20:02,2026-02-03 21:20:03,1.4022500000000058,0.4653022974304776,1.488098740000001,0,58,23.074100000038744,25.412719300000028,25.425238,2.932945460665834,51
